source_file,intervention_name,intervention_category,n_total,n_success,success_rate_percent,followup_weeks,is_refractory,is_rct,dose_intensity,combo_therapy,oracle_vibe_score,outcome_type,prior_treatment,fistula_complexity,study_year,confidence_score,effective,stringency_score,stringency_x_vibe,stringency_x_refractory,adjusted_vibe,is_refractory_cohort,previous_biologic_failure,stringency_rating,dropout_rate,concomitant_meds_allowed,blinding,has_placebo_arm,analysis_type,primary_endpoint_type,extraction_confidence,exclusion_reason,sample_size,success_percentage,is_valid_trial,num_healed,data_source,success_class,blinding_Double-Blind,blinding_Open-Label,blinding_Single-Blind,blinding_Unknown,cat_Antibiotic,cat_Biologic,cat_Combination,cat_Other,cat_Small_Molecule,cat_Stem_Cell,cat_Surgical,intervention_category_Antibiotic,intervention_category_Biologic,intervention_category_Combination,intervention_category_Other,intervention_category_Small_Molecule,intervention_category_Stem_Cell,intervention_category_Surgical,blinding_Double-Blind.1,blinding_Open-Label.1,blinding_Single-Blind.1,blinding_Unknown.1,analysis_type_ITT,analysis_type_Modified-ITT,analysis_type_Per-Protocol,analysis_type_Unknown,primary_endpoint_type_Clinical,primary_endpoint_type_Combined,primary_endpoint_type_Endoscopic,primary_endpoint_type_Radiological,primary_endpoint_type_Unknown,study_group,sample_weight,is_small_cohort
Zhang_2024_Exploring_the_mechanism_of_Huanglian_ointment_in_a_PMC11064137.pdf,Huanglian ointment,Other,24.0,0.0,0.0,2.0,0.0,1.0,Unknown,0.0,70.0,Clinical,unknown,Unknown,2024.0,80.0,0.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,24.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,26845d2d2041,0.5,1
Thomassin_2017_Magnetic_resonance_imaging_may_predict_deep_remiss_PMC5483503.pdf,anti-TNF-α therapy,Biologic,49.0,16.0,32.7,208.0,1.0,0.0,Unknown,1.0,60.0,Clinical,unknown,Unknown,2017.0,85.0,0.0,0.5,0.3,0.5,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,49.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,516dfb0d9ec4,0.5,0
Nishikimi_2022_Predictors_of_postoperative_pancreatic_fistula_aft_PMC9024180.pdf,Splenectomy with or without distal pancreatectomy,Surgical,165.0,20.0,12.0,0.0,0.0,0.0,Unknown,0.0,50.0,Fistula_Closure,unknown,Unknown,2022.0,50.0,0.0,0.6,0.3,0.0,49.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,165.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0af8c50ffea6,0.5,0
Lee_2017_Endoscopic_Fistulotomy_Heals_a_Y-Shaped_Entero-Ent_PMC5407358.pdf,Endoscopic fistulotomy with needle knife,Surgical,1.0,1.0,100.0,6.0,1.0,0.0,Unknown,0.0,70.0,Fistula_Closure,bio_experienced,Complex,2017.0,90.0,1.0,0.6,0.42,0.6,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,c6d08fb9161f,0.5,1
Wang_2022_A_Disposable_Nitinol_Memory_Alloy_Anal_Fistula_Cli_PMC9568451.pdf,Nitinol memory alloy anal fistula clip (AFC),Surgical,51.0,23.0,92.0,26.0,0.0,1.0,Standard,0.0,70.0,Fistula_Closure,unknown,Complex,2022.0,90.0,1.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,51.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,8dee4327a964,0.5,0
Ho_2012_Presacral_teratocarcinoma_presenting_as_anal_fistu_PMC3355654.pdf,Abdomino-peritoneal resection of the rectum,Surgical,1.0,1.0,100.0,208.0,0.0,0.0,Unknown,0.0,50.0,Clinical,unknown,Unknown,2012.0,75.0,1.0,0.5,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,f5840aec5a77,0.5,1
Bhat_2023_Efficacy_of_different_surgical_treatments_for_mana_PMC10485107.pdf,Ligation of the inter-sphincteric fistula tract (LIFT),Surgical,172.0,0.0,0.0,26.0,0.0,1.0,Unknown,0.0,70.0,Clinical,unknown,Mixed,2023.0,80.0,0.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,172.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,fcb4bb9d36fb,0.5,0
Yu_2025_Efficacy_of_wound_care_ointment_in_healing_infecti_PMC11771700.pdf,bismuth subgallate-borneol compound ointment,Other,46.0,23.0,50.0,2.0,0.0,1.0,Standard,1.0,70.0,Clinical,unknown,Mixed,2025.0,80.0,0.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,46.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,490117c18636,0.5,0
Inoue_2023_Resection_of_anorectal_fistula_cancer_associated_w_PMC10645675.pdf,Chemoradiotherapy + Laparoscopic Total Pelvic Exenteration,Combination,1.0,1.0,100.0,26.0,0.0,0.0,Standard,1.0,70.0,Clinical,bio_experienced,Complex,2023.0,90.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,2a62031e10fa,0.5,1
Verkade_2023_Distalization_of_perianal_fistulas_after_loose_sil_PMC10721694.pdf,loose silicone seton drainage,Surgical,38.0,1.0,15.0,65.0,0.0,0.0,Standard,0.0,40.0,Radiological,unknown,Complex,2024.0,90.0,0.0,0.8,0.32,0.0,37.6,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,38.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,c185a852237c,0.5,0
Hwang_2014_Transperineal_ultrasonography_for_evaluation_of_th_PMC4104955.pdf,Transperineal ultrasonography (TPUS),Other,43.0,64.0,100.0,0.0,0.0,0.0,Unknown,0.0,70.0,Radiological,unknown,Mixed,2014.0,90.0,1.0,0.8,0.56,0.0,65.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,43.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,36c6aece6ae9,0.5,0
Cui_2023_First_human_case_report_of_Crohn's_disease_with_co_PMC10288840.pdf,Endoscopic retrograde appendicitis therapy,Other,1.0,1.0,100.0,78.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Unknown,2023.0,85.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,5a619e6da606,0.5,1
Guellouz_2014_Cephalic_duodenopancreatectomy_for_hyperalgic_duod_PMC3985792.pdf,Cephalic Duodenopancreatectomy,Surgical,1.0,1.0,100.0,26.0,1.0,0.0,Unknown,0.0,70.0,Clinical,anti_tnf_failure,Complex,2014.0,85.0,1.0,0.5,0.35,0.5,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,99753fb4ea7b,0.5,1
Zmora_2024_Advancement_Flap__PMC7898183.pdf,Fistulodesis,Surgical,20.0,6.0,30.0,24.0,0.0,0.0,Unknown,1.0,60.0,Fistula_Closure,unknown,Simple,2021.0,90.0,0.0,0.6,0.36,0.0,58.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,20.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,1c2b7d34b8a9,0.5,1
Unknown_2011_Fistulotomy__PMC3331204.pdf,Partial Fistulotomy with Ksharasutra Application,Surgical,12.0,12.0,100.0,52.0,1.0,0.0,Standard,0.0,70.0,Fistula_Closure,bio_experienced,Complex,1995.0,85.0,1.0,0.6,0.42,0.6,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,12.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2e981759a445,0.5,1
Hemantha_2025_Coexisting_pilonidal_sinus_and_anal_fistula_Succes_PMC11786198.pdf,Ksharasutra and Minimal Invasive Kshara Karma Technique (MIKKT),Surgical,1.0,1.0,100.0,6.0,0.0,0.0,Unknown,1.0,70.0,Fistula_Closure,unknown,Complex,2025.0,85.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,fe1e75cfcc91,0.5,1
Feo_2021_Perianal_mucinous_adenocarcinoma_with_dysplastic_p_PMC7744639.pdf,Abdomino-perineal resection (APR) of the rectum,Surgical,1.0,1.0,100.0,52.0,0.0,0.0,Standard,0.0,70.0,Clinical,unknown,Complex,2021.0,80.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,21dd0af3c84e,0.5,1
Shan_2024_Simplified_dressing_change_after_surgery_for_high__PMC10788579.pdf,Loose Combined Cutting Seton (LCCS) technique,Surgical,76.0,0.0,15.0,26.0,0.0,1.0,Unknown,0.0,70.0,Fistula_Closure,unknown,Complex,2023.0,85.0,0.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,76.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2fde6184c2d7,0.5,0
Walber_2024_Effect_of_artificial_or_autologous_coverage_of_the_PMC11138960.pdf,Coverage of pancreatic remnant or anastomosis,Surgical,2326.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,70.0,Fistula_Closure,unknown,Unknown,2024.0,90.0,0.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,2326.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,559983083e3b,0.571409030601103,0
Horio_2021_Clinical_Features_and_Therapeutic_Outcomes_of_Post_PMC8553349.pdf,Tumor necrosis factor alpha (TNFα) antagonists,Biologic,7.0,7.0,100.0,0.0,0.0,0.0,Unknown,0.0,70.0,Clinical,anti_tnf_failure,Unknown,2021.0,85.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,7.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,a86a8d228709,0.5,1
Alam_2024_Perianal_abscess_after_incision_is_it_time_to_reth_10.21203_rs.3.rs-4009804_v1.pdf,Incision with optional antibiotic therapy,Combination,109.0,45.0,41.28,130.0,0.0,0.0,Standard,1.0,60.0,Clinical,unknown,Mixed,2019.0,85.0,0.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,109.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,30dd2512580e,0.5,0
Sandiford_2006_Synchronous_mucinous_adenocarcinoma_of_the_rectosi_PMC1592294.pdf,Colonic resection and wide fistula excision,Surgical,1.0,1.0,100.0,60.0,0.0,0.0,Standard,1.0,70.0,Clinical,unknown,Complex,2006.0,90.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,1d5c3c3e96f3,0.5,1
Díaz-Vico_2019_Mucinous_adenocarcinoma_arising_from_chronic_peria_PMC6534700.pdf,Ischioanal abdominoperineal resection (APR) with preoperative chemoradiation and adjuvant chemotherapy,Combination,3.0,2.0,66.67,121.6,0.0,0.0,Unknown,1.0,70.0,Clinical,unknown,Complex,2019.0,85.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,3.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,f5a9e8675f2a,0.5,1
Kaneshiro_2023_Crohn's_disease-related_anal_fistula_cancer_diagno_PMC10447646.pdf,Examination under anesthesia (EUA),Surgical,1.0,1.0,100.0,0.0,1.0,0.0,Unknown,0.0,70.0,Clinical,bio_experienced,Complex,2023.0,85.0,1.0,0.5,0.35,0.5,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,a265ad936d7b,0.5,1
Rock_1996_Skull_base_cerebrospinal_fluid_leakage_control_wit_PMC1656570.pdf,Composite tissue adhesive (CTA),Other,12.0,12.0,100.0,2.0,0.0,0.0,Standard,0.0,80.0,Fistula_Closure,unknown,Complex,1996.0,70.0,1.0,0.6,0.48,0.0,78.4,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,12.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,4eea6b06c676,0.5,1
Castro_2025_A_standardized_protocol_for_anal_fistula_induction_PMC12360679.pdf,Seton placement,Surgical,26.0,25.0,15.0,6.0,0.0,0.0,Standard,0.0,70.0,Fistula_Closure,unknown,Unknown,2025.0,90.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,26.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0b2523d337b0,0.5,1
Becker_2024_Perianal__PMC7476637.pdf,Chronic Seton Drainage vs Anti-TNF vs Surgical Closure,Combination,44.0,19.0,43.18,52.0,0.0,1.0,Standard,1.0,50.0,Fistula_Closure,unknown,Complex,2020.0,90.0,0.0,1.0,0.5,0.0,45.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,44.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1b180303322e,0.5,0
Arif_2025_A_Recalcitrant_Case_of_Hidradenitis_Suppurativa_Su_PMC12252370.pdf,"Combination of Biologic, Antibiotic, and Surgical Therapy",Combination,1.0,1.0,100.0,12.0,1.0,0.0,High,1.0,70.0,Clinical,anti_tnf_failure,Complex,2025.0,85.0,1.0,0.5,0.35,0.5,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,fd3329f6dd24,0.5,1
Kayar_2022_Mucocutaneous_Manifestations_and_Associated_Factor_PMC9797716.pdf,Mucocutaneous Manifestations in Crohn’s Disease,Other,336.0,109.0,32.0,1300.0,0.0,0.0,Unknown,0.0,60.0,Clinical,mixed,Unknown,2022.0,80.0,0.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,336.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,f2fb9732a99b,0.5,0
Chrysikos_2018_Laparoscopic_abdominoperineal_resection_for_the_tr_PMC5841379.pdf,Laparoscopic abdominoperineal resection,Surgical,1.0,1.0,100.0,104.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Complex,2018.0,80.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,36b4fc9dae88,0.5,1
Huang_2020_Diagnostic_efficacy_of_double-balloon_enteroscopy__PMC7045397.pdf,Double-balloon enteroscopy,Other,18.0,12.0,66.67,0.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Unknown,2020.0,80.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,18.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,571bff0cda88,0.5,1
Aggarwal_2017_MR_fistulography_with_percutaneous_instillation_of_PMC5510313.pdf,MR fistulography with percutaneous instillation of aqueous jelly,Other,64.0,64.0,100.0,2.0,0.0,0.0,Standard,0.0,80.0,Radiological,unknown,Complex,2017.0,90.0,1.0,0.8,0.64,0.0,75.2,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,64.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,3b9c0a4e8c78,0.5,0
Liu_2025_Enhanced_surgical_management_of_complex_anal_fistu_PMC12678978.pdf,Traditional Chinese medicine-integrated surgical treatment,Combination,132.0,119.0,90.0,0.0,0.0,0.0,Standard,1.0,80.0,Fistula_Closure,unknown,Complex,2025.0,90.0,1.0,0.6,0.48,0.0,78.4,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,132.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,5cebea1406db,0.5,0
"Shindhe_2014_Management_of_rare,_low_anal_anterior_fistula_exce_PMC4264308.pdf",kṣārasūtra,Surgical,1.0,1.0,100.0,0.0,1.0,0.0,Standard,0.0,70.0,Fistula_Closure,bio_naive,Complex,2014.0,80.0,1.0,0.6,0.42,0.6,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,c334ea770bee,0.5,1
Lee_2018_Splenic_Abscess_An_Uncommon_Entity_with_Potentiall_PMC5830950.pdf,Antimicrobial therapy,Antibiotic,16.0,14.0,87.5,0.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Unknown,2018.0,80.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,16.0,,,,legacy,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,86cb40449d63,0.5,1
Brunet-Mas_2025_Asymptomatic_Inflammatory_Bowel_Disease_Diagnosed__PMC11845185.pdf,Mesalazine,Other,188.0,135.0,71.8,156.0,0.0,0.0,Unknown,0.0,60.0,Clinical,unknown,Unknown,2024.0,70.0,1.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,188.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,258dbc094e93,0.5,0
Srinivas_2018_E-Posters_PMC6152592.pdf,Cervical Total Disc Replacement (CTDR),Surgical,72.0,47.0,65.28,456.0,0.0,0.0,Unknown,0.0,60.0,Clinical,unknown,Unknown,2018.0,50.0,1.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,72.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,152a39443ec5,0.5,0
Jearanai_2025_A_novel_technique_for_treating_complex_anal_fistul_PMC11953080.pdf,Intra-anal fistulotomy with fistula opening closure (IFOC),Surgical,1.0,1.0,100.0,0.0,0.0,0.0,Unknown,0.0,80.0,Fistula_Closure,unknown,Complex,2025.0,90.0,1.0,0.6,0.48,0.0,78.4,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,ce31a019932e,0.5,1
Poitevin_2024_Postoperative_rectovaginal_fistula_stoma_may_not_b_PMC11450074.pdf,Endorectal advancement flap (ERAF) vs. direct coloanal anastomosis,Surgical,82.0,70.0,85.4,0.0,0.0,0.0,Unknown,0.0,70.0,Fistula_Closure,unknown,Complex,2024.0,90.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,82.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,b2138dda319e,0.5,0
Amaranathan_2017_Retroperitoneal_Necrotizing_Fasciitis_Masquerading_PMC5318148.pdf,Aggressive debridement and drainage after laparotomy,Surgical,2.0,1.0,50.0,12.0,0.0,0.0,Unknown,1.0,60.0,Clinical,unknown,Unknown,2017.0,70.0,0.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,2.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,29de6d82d182,0.5,1
Santos_2014_Mucinous_adenocarcinoma_arising_in_chronic_periana_PMC4251890.pdf,Neoadjuvant Chemoradiotherapy followed by Laparoscopic Abdominoperineal Resection,Combination,1.0,1.0,100.0,156.0,0.0,0.0,Standard,1.0,80.0,Clinical,unknown,Complex,2014.0,95.0,1.0,0.5,0.4,0.0,80.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,6200252cf195,0.5,1
Fernandes_2024_Tight_control_using_fecal_calprotectin_and_early_d_PMC11091787.pdf,Tight control using fecal calprotectin and early disease intervention,Other,256.0,61.0,23.8,104.0,0.0,0.0,Unknown,0.0,70.0,Radiological,mixed,Unknown,2023.0,90.0,0.0,0.8,0.56,0.0,65.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,256.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,ce3fb05e05ed,0.5,0
Olajide_2023_Challenges_and_Prospects_of_Laser_Haemorrhoidoplas_PMC10395859.pdf,Laser Haemorrhoidoplasty,Surgical,11.0,10.0,90.9,0.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Unknown,2023.0,80.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,11.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,cfb2a6af431c,0.5,1
Kim_2020_Mucinous_adenocarcinoma_of_the_buttock_associated__PMC7520757.pdf,Wide local excision and V-Y advancement flap,Surgical,1.0,1.0,100.0,104.0,0.0,0.0,Unknown,0.0,60.0,Clinical,unknown,Unknown,2020.0,70.0,1.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,78c7c30b8605,0.5,1
Ergüder_2025_Long_anal_fistulas_might_be_simple_fistulas_beyond_PMC12224644.pdf,Surgical treatment for long anal fistulas,Surgical,14.0,13.0,92.86,52.0,0.0,0.0,Unknown,0.0,70.0,Fistula_Closure,unknown,Complex,2025.0,90.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,14.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,d806cd906920,0.5,1
Long_2025_Multiple_skip_incision_skin-sparing_debridement_fo_PMC12326778.pdf,Multiple skip incision skin-sparing debridement (MSISSD),Surgical,22.0,21.0,95.45,48.0,0.0,0.0,Standard,0.0,70.0,Clinical,unknown,Unknown,2025.0,90.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,22.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2c8589c10cd9,0.5,1
